F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,T
-24,0,8,0,-20,0,4,0,0,0,-8,0,1,134
-2,0,0,0,4,0,4,0,-2,4,-2,4,1,149
-6,8,-4,0,-2,0,8,-4,-2,8,2,4,1,225
-2,0,0,0,0,0,0,0,2,4,4,0,1,193
14,0,0,0,16,0,0,0,-4,0,-12,0,1,193
-2,0,8,8,-2,8,0,-4,6,4,0,-4,1,109
6,8,-4,8,-6,4,-2,8,-2,0,-2,4,1,221
-2,0,2,0,0,0,0,0,2,0,4,0,1,224
10,0,16,0,16,0,-12,0,-6,0,4,0,1,150
-2,0,0,0,0,0,0,0,2,0,4,0,1,186
2,4,0,0,0,0,4,0,-2,0,4,-2,1,254
6,0,8,0,-2,0,4,0,8,0,8,0,1,151
10,0,4,0,-10,0,4,0,16,0,0,0,1,155
6,8,-4,0,-2,8,4,-4,0,0,8,4,1,223
-6,8,-4,8,2,-4,0,-4,-2,0,6,-4,1,23
-6,0,-4,0,8,0,0,0,8,0,-4,0,1,153
6,0,-4,0,6,0,0,0,4,0,4,0,1,193
10,0,0,0,2,0,0,0,2,0,0,0,1,185
6,0,0,0,6,0,-4,0,8,0,8,0,1,151
-6,8,-4,8,-6,4,-6,-4,2,0,6,4,1,225
14,0,4,0,-4,0,12,0,16,0,16,0,1,250
-2,0,8,0,-6,0,6,0,4,0,8,0,1,250
2,4,0,0,4,4,2,0,-2,4,2,4,1,108
2,0,0,8,2,0,0,0,-6,0,4,4,1,250
-2,0,-2,0,2,0,4,0,0,0,4,0,1,137
2,0,4,0,2,0,-6,0,-2,0,-4,0,1,193
-31,0,-10,0,19,0,4,0,-5,0,30,0,1,89
-6,0,0,0,0,0,4,0,0,0,8,0,1,53
-6,0,6,0,0,0,-6,0,-6,0,-6,0,1,224
24,32,-8,-16,28,0,-24,-24,-30,-24,18,0,1,142
8,16,0,0,-8,16,-4,8,2,-8,2,16,1,134
-8,16,0,0,8,8,4,0,10,4,12,14,1,51
-6,0,-4,0,2,0,0,0,0,0,6,0,1,224
-6,0,0,0,-2,0,8,0,8,0,6,0,1,185
64,0,-32,0,64,0,8,0,-28,0,52,0,1,2
-2,0,0,0,4,8,4,0,6,8,0,4,1,109
6,0,4,0,-4,0,-4,0,-2,0,8,0,1,152
6,0,8,0,8,0,8,0,2,0,-4,0,1,186
6,0,0,0,4,0,4,0,-6,0,-2,0,1,111
6,8,4,8,0,-4,0,-4,8,0,-6,4,1,48
2,0,4,0,2,0,4,0,-2,0,8,0,1,193
1,0,14,0,-13,0,4,0,11,0,6,0,1,89
6,8,-4,0,4,0,8,0,2,-4,6,4,1,225
-6,8,4,8,4,0,0,-4,6,4,2,4,1,225
2,0,0,0,2,0,0,0,2,2,0,2,1,49
6,0,8,0,-2,0,4,0,-6,0,2,0,1,115
24,-16,24,16,28,-16,-4,32,24,-24,-14,24,1,143
-2,0,8,0,6,0,-4,0,6,0,2,0,1,224
6,0,0,0,-6,0,8,0,4,0,6,0,1,250
-24,0,24,0,4,0,-8,0,-4,0,-16,0,1,143
2,0,4,0,-6,0,4,0,-2,0,4,0,1,250
-2,0,0,0,4,0,4,0,0,0,-6,0,1,186
-10,0,-4,0,-2,0,-12,0,-2,0,16,0,1,250
-8,0,16,0,28,0,-8,0,-24,0,8,0,1,141
-8,16,0,0,16,8,0,8,-2,0,-2,0,1,143
6,0,0,0,0,0,0,0,2,-4,-2,4,1,149
5,0,-22,0,19,0,-12,0,7,0,-22,0,1,143
6,0,-4,0,2,0,8,0,6,0,4,0,1,221
2,0,8,8,-4,8,-4,8,-2,4,0,0,1,185
2,0,0,8,-4,8,8,4,2,-4,6,8,1,146
24,0,16,0,-12,0,8,0,12,0,32,0,1,51
-2,4,4,4,0,0,2,4,4,0,0,4,1,145
-6,0,0,0,0,0,0,0,-6,0,-4,4,1,223
6,0,0,4,2,0,2,0,2,4,2,4,1,138
-2,0,4,0,4,0,0,0,4,0,4,0,1,152
6,0,8,0,8,8,-4,0,0,8,0,4,1,250
-6,0,0,0,0,0,8,0,-2,0,4,0,1,186
6,0,0,8,-6,0,-4,8,-2,-4,0,4,1,186
-56,0,48,0,12,0,-24,0,-16,0,-4,0,1,134
-2,0,-6,0,6,0,4,0,6,0,4,0,1,115
-10,0,16,0,-6,0,-8,0,-4,0,-4,0,1,250
14,0,8,0,8,0,0,0,12,0,-4,0,1,193
2,8,-4,8,-2,4,-6,8,-6,0,-4,4,1,145
-2,0,0,0,-6,0,0,0,0,0,-4,0,1,250
2,0,4,8,8,8,4,0,-2,4,8,4,1,186
-14,0,8,0,-8,0,12,0,0,0,8,0,1,53
24,0,16,32,-28,32,4,-24,-12,28,22,12,1,25
8,0,0,0,12,0,-8,0,-4,0,-12,0,1,143
10,0,4,0,-8,0,0,0,6,0,4,0,1,186
2,0,8,8,-2,8,-4,0,2,-4,6,4,1,64
6,8,8,0,4,0,-4,8,8,4,8,0,1,186
-2,0,8,0,4,0,0,0,0,0,-6,0,1,186
6,0,0,0,4,0,6,0,0,0,-4,0,1,193
-6,0,2,0,4,0,-2,0,8,0,8,0,1,224
-2,0,4,0,0,4,0,0,0,0,2,0,1,148
6,0,0,0,4,8,4,0,-4,4,2,4,1,147
2,0,2,0,2,0,0,0,0,0,0,0,1,114
-2,0,8,8,2,0,0,0,0,0,-4,4,1,113
2,0,0,0,2,0,0,0,0,0,0,0,1,185
3,0,-30,0,3,0,-28,0,-31,0,-6,0,1,134
6,0,4,0,-2,0,8,0,0,0,-6,0,1,224
-2,0,-4,0,6,0,4,0,-2,0,8,0,1,250
-24,0,-24,0,4,0,-32,0,-12,0,-22,0,1,143
-6,4,6,-4,8,-4,-4,4,2,4,-2,0,1,98
-8,0,16,0,-28,0,-32,0,-24,0,24,0,1,143
-2,0,2,0,2,0,0,2,0,0,0,0,1,95
-2,8,0,0,6,4,6,0,8,4,8,8,1,221
-24,0,16,0,28,0,24,0,8,0,-16,0,1,94
-6,0,0,0,2,0,0,0,0,0,0,0,1,185
2,0,4,4,4,0,-2,4,0,4,-2,0,1,139
2,0,6,0,-2,0,4,0,6,0,8,0,1,137
11,0,-6,0,3,0,-4,0,-7,0,10,0,1,134
2,0,2,0,2,0,2,2,0,0,0,2,1,23
-24,16,-8,-16,28,0,-28,-8,20,16,-26,12,1,104
87,0,-22,0,39,0,36,0,33,0,42,0,1,142
6,0,4,0,4,0,6,0,-2,0,8,0,1,186
-2,0,8,0,-4,8,4,0,8,0,4,4,1,250
2,0,4,0,4,0,0,0,2,4,4,0,1,250
-14,0,4,0,16,0,-8,0,-10,0,4,0,1,186
6,0,-4,0,6,0,0,0,8,0,8,0,1,193
2,0,8,8,-2,8,4,0,2,0,-4,4,1,185
2,0,8,0,6,4,-2,8,-4,4,2,8,1,145
10,0,-4,0,0,0,-8,0,-6,0,16,0,1,250
15,0,16,0,15,0,12,0,1,0,-12,0,1,42
2,0,4,0,-6,0,0,0,0,0,6,0,1,224
-6,0,8,0,4,0,-4,0,0,-4,-4,-4,1,185
-56,0,-64,0,44,0,24,0,-4,0,-12,0,1,143
-2,0,8,0,4,8,-4,-4,2,-4,6,0,1,110
-2,0,0,0,0,0,0,0,-2,0,-4,4,1,223
-6,0,8,0,-6,0,0,0,2,0,6,0,1,140
6,0,0,0,0,0,0,0,-2,0,4,4,1,223
-2,0,8,0,-6,0,-4,0,0,0,-2,0,1,250
2,0,0,0,2,2,0,0,0,0,0,0,1,254
-2,0,4,4,2,4,-2,0,0,4,-2,4,1,136
2,0,0,0,4,0,0,0,-2,0,2,0,1,110
24,0,16,0,-28,0,-32,0,-24,0,24,0,1,143
-8,0,-8,0,12,0,-8,0,4,0,-2,0,1,143
-2,4,0,4,-2,0,-2,4,0,0,2,4,1,52
-2,0,4,0,4,4,0,0,2,0,2,0,1,22
8,16,8,16,16,0,4,0,10,-4,2,-4,1,104
2,0,4,0,-2,0,-2,0,2,0,4,0,1,193
8,0,8,0,-12,0,-16,0,12,0,-6,0,1,143
-6,0,0,8,6,0,8,0,6,8,0,4,1,185
2,0,6,0,8,0,-4,0,2,0,4,0,1,224
24,32,-16,0,12,24,12,-8,32,28,-2,32,1,104
2,0,0,4,-2,0,2,0,0,0,-2,4,1,10
-24,0,-24,0,20,0,-28,0,-16,0,8,0,1,51
2,0,-4,8,4,0,8,4,-2,4,8,4,1,113
-6,0,-4,8,4,8,8,4,6,8,-4,4,1,113
8,0,0,0,12,0,8,0,12,0,-4,0,1,143
2,0,4,0,8,0,0,0,8,0,8,0,1,153
-6,-4,-2,4,-6,4,-4,8,-6,-4,-6,8,1,140
-2,0,0,0,8,0,0,0,0,4,2,4,1,138
6,0,8,0,4,0,8,0,8,8,0,4,1,193
8,16,-8,16,16,8,16,0,6,12,-4,12,1,88
6,8,0,0,-2,0,4,-4,2,8,-4,0,1,138
-6,0,0,8,2,0,8,0,-6,4,-6,4,1,95
-2,8,4,0,4,0,0,0,6,0,-4,4,1,223
2,0,0,4,-2,0,-2,0,4,0,2,0,1,52
-6,0,8,0,-6,0,4,-4,-2,-4,-6,0,1,146
-2,0,0,0,0,0,0,0,0,0,2,0,1,250
-31,0,-2,0,3,0,28,0,11,0,30,0,1,58
24,0,-8,0,4,0,0,0,-8,0,30,0,1,88
-2,0,0,0,-4,0,8,0,8,0,6,0,1,186
2,0,2,0,0,0,2,0,0,2,2,0,1,149
2,0,8,0,4,8,4,0,8,0,4,4,1,250
-6,0,0,0,-2,0,0,0,-4,0,6,0,1,250
-14,0,0,0,0,0,-12,0,16,0,8,0,1,53
4,0,-4,0,4,0,0,0,6,0,-4,0,1,21
3,0,-176,0,171,0,-128,0,17,0,48,0,1,208
6,8,0,0,4,8,8,4,6,-4,8,4,1,223
6,8,-4,0,8,8,4,0,-2,-4,-2,4,1,221
8,0,8,0,8,8,0,4,-2,-4,6,4,1,166
-6,0,6,0,-6,0,2,0,8,0,8,0,1,110
6,0,-4,0,4,0,-4,0,2,0,4,0,1,221
2,0,8,0,4,0,-4,0,8,0,6,0,1,186
-6,8,8,8,0,8,4,0,0,4,4,4,1,193
2,0,0,8,-2,8,4,0,-2,0,4,4,1,250
-6,8,-4,0,8,8,-4,0,-6,-4,-2,4,1,225
-2,0,4,0,0,4,-2,0,-2,4,-2,4,1,145
6,0,8,0,4,0,4,0,0,0,2,0,1,186
40,0,64,0,20,0,-16,0,-28,0,-36,0,1,99
-14,0,-8,0,-8,0,8,0,14,0,12,0,1,186
10,0,12,0,-8,0,0,0,-8,0,12,0,1,153
24,32,-8,32,8,-16,12,32,-26,12,10,20,1,143
-6,0,8,0,8,8,4,0,0,4,-6,4,1,113
-14,0,4,0,-2,0,8,0,10,0,-12,0,1,225
2,0,8,0,6,0,-4,0,8,0,-2,0,1,250
6,8,0,0,-4,-4,-2,-4,2,8,-6,-4,1,145
-2,0,0,0,0,0,4,4,4,4,2,4,1,221
40,0,-16,0,-36,0,-16,0,52,0,36,0,1,143
-6,0,-4,0,0,0,8,0,-6,0,0,0,1,250
2,0,8,0,-2,0,4,0,0,0,-4,0,1,225
6,0,-4,0,-6,0,8,0,-6,0,-4,0,1,154
2,0,8,0,-4,0,4,0,8,0,-2,0,1,186
2,0,4,0,0,4,0,0,-2,0,2,4,1,27
2,0,6,0,2,0,0,0,-6,0,-4,0,1,111
2,0,4,0,2,0,-4,0,-2,0,8,0,1,193
-14,0,-4,0,6,0,16,0,2,0,-4,0,1,225
40,-16,-16,-40,28,64,8,24,-10,-52,8,6,1,14
8,0,16,0,28,0,-32,0,20,0,-28,0,1,143
-14,0,-8,0,-14,0,8,0,12,0,12,0,1,250
23,0,-22,0,-29,0,20,0,-19,0,-14,0,1,141
2,0,-4,0,-6,0,4,0,-6,0,-4,0,1,193
-8,0,8,0,4,0,0,0,12,0,-6,0,1,143
14,0,4,0,12,0,12,0,8,0,-4,0,1,250
15,0,6,0,-5,0,4,0,-3,0,6,0,1,143
6,0,0,0,2,0,4,0,6,0,-2,0,1,140
-6,0,4,0,-6,0,8,0,8,0,0,0,1,193
-2,0,4,0,4,4,2,4,-2,0,-2,4,1,145
-6,0,0,0,4,8,-4,0,6,-4,6,4,1,140
-24,0,24,0,-28,0,12,0,12,0,-8,0,1,134
-2,0,4,4,2,0,4,4,-2,0,0,0,1,8
2,0,0,0,0,4,4,0,-2,4,2,4,1,139
-6,0,8,0,8,0,0,0,2,0,4,4,1,223
6,0,0,0,0,0,0,0,-6,0,-6,0,1,224
-2,0,4,0,2,0,0,0,-2,0,4,0,1,221
-10,0,8,0,-8,0,16,0,-10,0,8,0,1,185
-6,0,-4,0,0,0,4,0,8,0,-4,0,1,186
-8,16,0,0,8,0,12,0,10,8,8,-4,1,142
2,0,0,0,8,0,8,0,2,0,2,0,1,111
-6,0,8,0,-4,8,4,0,6,-4,6,4,1,140
8,0,-8,0,-4,0,0,0,-4,0,0,0,1,141
-2,0,8,0,2,0,0,0,0,0,6,0,1,185
-56,0,-64,0,-56,0,8,0,-38,0,12,0,1,29
-6,0,-4,0,2,0,0,0,0,0,-2,0,1,224
-8,0,24,0,-12,0,-24,0,-8,0,-28,0,1,143
6,8,-4,0,8,8,0,0,8,-4,0,4,1,250
-8,16,-8,0,-12,-8,-4,0,4,16,-14,8,1,143
6,0,0,0,0,0,4,0,-6,0,4,0,1,12
-8,0,-8,0,12,0,12,0,4,0,0,0,1,134
-8,16,16,16,-4,-8,0,-8,-4,16,-8,-12,1,205
2,0,4,0,2,0,0,0,8,0,-2,0,1,224
-14,0,0,0,-10,0,4,0,2,0,-4,0,1,150
2,0,0,0,0,0,8,0,-6,0,-2,0,1,111
-6,0,8,0,4,0,8,-4,-4,8,-6,0,1,225
6,0,4,0,4,0,0,0,8,0,0,0,1,221
2,0,0,0,-6,0,4,0,-2,0,2,0,1,140
-8,16,8,16,16,16,-8,8,-14,-12,-8,-12,1,92
6,0,4,8,8,-4,-6,8,8,0,0,4,1,136
6,0,8,0,2,0,4,0,-4,0,6,0,1,185
10,0,0,0,-2,0,4,0,12,0,-8,0,1,150
-56,-32,8,-48,-36,-32,16,40,-18,-48,-38,32,1,88
2,0,0,0,-2,0,0,0,0,0,-2,0,1,185
8,0,8,0,12,0,12,0,0,0,12,0,1,134
2,0,0,0,-2,0,4,0,0,0,-2,0,1,250
3,0,-2,0,-7,0,6,0,-1,0,4,0,1,208
10,0,-8,0,-14,0,8,0,14,0,12,0,1,250
2,4,4,4,0,4,4,4,0,4,4,4,1,254
-2,0,0,8,-2,8,-4,0,8,8,0,4,1,223
-14,0,-8,0,-8,0,-8,0,-14,0,12,0,1,193
3,0,0,0,-7,0,-2,0,-1,0,-6,0,1,208
2,0,0,8,0,4,6,4,-6,8,2,4,1,145
-2,0,8,0,6,0,-6,0,0,0,8,0,1,250
29,0,26,0,27,0,-4,0,-25,0,18,0,1,143
2,0,4,8,8,8,-4,-4,8,-4,6,4,1,146
8,16,-8,16,-12,0,8,0,0,-4,-2,8,1,92
-8,0,-8,16,12,0,-4,-8,-8,-4,2,4,1,89
2,4,4,4,-2,4,-2,4,-2,0,2,0,1,103
-14,0,-12,0,-2,0,-12,0,16,0,0,0,1,155
2,4,-2,4,4,4,2,0,4,0,-2,-2,1,98
9,0,-18,0,-29,0,-28,0,-13,0,6,0,1,89
24,0,8,0,12,0,8,0,-16,0,30,0,1,92
2,0,2,0,-2,0,4,0,4,0,0,0,1,140
15,0,14,0,-21,0,-28,0,-19,0,-2,0,1,143
6,0,0,0,2,0,8,0,-4,0,6,0,1,250
-2,0,0,0,-2,0,-4,0,-4,0,4,0,1,221
-7,0,-26,0,-13,0,20,0,-13,0,30,0,1,89
-6,0,8,0,8,0,0,0,8,0,-6,0,1,250
6,0,0,0,0,0,0,0,2,0,-4,0,1,186
-6,0,4,0,-6,0,0,0,4,0,-4,0,1,193
2,0,8,0,6,0,6,0,4,0,4,0,1,250
6,0,8,0,0,0,8,0,0,0,4,4,1,193
-6,8,0,8,2,4,0,8,0,0,-2,0,1,103
-6,0,0,0,2,0,0,0,2,0,8,0,1,185
-2,0,0,0,-6,0,-2,0,-2,0,8,0,1,193
-24,0,16,0,28,0,-32,0,-12,0,-28,0,1,143
-10,0,0,0,16,0,8,0,12,0,12,0,1,193
-6,8,8,8,-6,0,0,-4,6,0,-6,0,1,110
-8,0,-8,0,12,0,8,0,0,0,2,0,1,61
-2,0,-4,0,4,0,8,0,-2,0,0,0,1,186
20,0,0,0,-16,0,-20,0,-16,0,-24,0,1,30
-6,0,8,0,6,0,4,0,-4,0,-2,0,1,185
2,0,0,4,0,4,0,4,2,0,2,0,1,206
6,0,0,0,2,0,0,0,0,0,0,0,1,185
-6,0,4,0,0,0,0,0,8,0,8,0,1,153
2,0,2,0,4,0,4,0,0,0,0,0,1,224
-11,0,26,0,27,0,-20,0,31,0,-30,0,1,143
-2,0,4,0,0,8,4,8,0,-4,0,0,1,186
2,0,0,8,6,0,-4,-4,8,0,-2,4,1,221
6,0,0,0,0,8,-4,0,0,8,0,4,1,250
2,0,0,0,4,0,6,0,-2,0,-4,0,1,186
-8,0,16,-8,0,0,-4,12,6,4,6,-2,1,4
2,0,0,0,0,0,0,0,2,0,2,0,1,137
6,0,0,4,0,4,6,4,0,4,4,4,1,48
6,0,-4,0,-2,0,-4,0,-2,0,8,0,1,250
56,0,-32,0,-24,0,0,0,-26,0,16,0,1,51
8,0,16,0,-4,0,16,0,-12,0,-12,0,1,143
-8,0,8,0,-4,0,0,0,0,0,-4,0,1,142
-2,0,0,0,-4,0,-2,0,0,0,4,0,1,193
6,8,0,0,4,8,0,4,-6,8,0,-4,1,223
6,0,0,0,8,0,-4,0,8,0,-6,0,1,250
40,0,0,0,-44,0,40,0,-24,0,48,0,1,143
2,8,4,0,4,0,0,0,-4,0,-4,4,1,185
56,0,48,0,-44,0,-8,0,-12,0,36,0,1,142
8,16,0,0,0,0,-8,16,-2,-12,-6,12,1,143
-121,0,-54,0,103,0,-124,0,-79,0,42,0,1,142
-2,4,-2,4,0,4,0,4,2,0,4,0,1,149
5,0,-14,0,-13,0,4,0,-9,0,-14,0,1,143
-2,0,4,0,8,0,0,-4,2,4,-6,4,1,221
-8,0,24,0,-12,0,8,0,-16,0,-20,0,1,143
-2,4,2,4,0,4,0,4,2,0,-2,4,1,98
2,0,0,4,2,0,-2,4,-2,4,4,0,1,48
-2,0,-2,0,0,0,0,0,4,0,4,0,1,224
-12,0,4,0,4,0,4,0,-14,0,-8,0,1,107
-2,0,8,0,-6,0,8,0,0,0,0,0,1,185
6,0,0,0,-2,0,-4,0,-6,0,0,0,1,221
13,0,2,0,19,0,4,0,31,0,-30,0,1,143
8,0,24,0,12,0,-24,0,24,0,-24,0,1,142
2,0,0,4,-2,0,2,0,4,4,-2,-2,1,147
-6,0,-4,8,4,0,-4,8,-4,4,-4,4,1,250
6,0,0,0,2,0,2,0,4,0,8,0,1,250
8,0,16,0,8,8,12,-8,-6,0,10,-4,1,14
-8,0,-8,0,-4,0,-8,0,-4,0,6,0,1,143
2,8,4,0,4,0,8,0,-4,0,-4,4,1,185
6,8,0,8,2,8,-4,8,4,-4,8,4,1,250
6,0,0,0,8,0,-4,0,0,0,6,0,1,250
-10,0,-4,0,-4,0,4,0,-12,0,8,0,1,186
-2,0,8,0,8,0,4,0,8,0,2,0,1,250
6,8,8,8,6,0,-4,8,4,-4,-4,8,1,186
-6,0,0,0,2,0,-6,0,8,0,8,0,1,250
2,8,4,0,-4,0,0,0,4,0,4,4,1,185
-56,0,48,0,-4,0,-40,0,56,0,24,0,1,94
-2,0,4,0,4,0,4,0,0,0,4,0,1,250
-8,16,-8,16,16,-8,8,16,10,12,-4,8,1,88
2,8,-4,0,8,0,0,0,-6,4,-6,4,1,225
-40,0,-48,0,20,0,-16,0,56,0,-44,0,1,134
-6,0,8,0,8,0,8,0,-4,0,-4,0,1,193
6,0,6,0,-2,0,8,0,8,0,8,0,1,114
-2,0,0,8,6,8,-4,0,-2,0,-4,4,1,250
1,0,1,0,0,0,1,0,0,0,1,0,1,21
-14,0,0,0,6,0,-4,0,16,0,-4,0,1,225
-56,0,32,0,4,0,64,0,-12,0,24,0,1,14
-6,0,0,0,-6,0,0,0,-2,0,-4,0,1,250
-2,0,2,0,0,0,2,0,0,2,2,2,1,146
-2,8,4,0,0,4,2,8,4,4,-4,4,1,136
-2,0,0,0,6,0,-4,0,-2,0,-4,0,1,151
6,0,8,0,4,8,-4,0,4,0,4,4,1,193
2,0,0,0,4,0,0,0,8,0,6,0,1,186
-24,0,0,0,-20,0,-8,0,12,0,12,0,1,143
10,0,-8,0,6,0,-12,0,8,0,0,0,1,150
2,0,-4,0,0,0,8,0,8,0,-2,0,1,224
-8,0,0,0,12,0,-8,0,12,0,-12,0,1,143
-11,0,10,0,-13,0,4,0,-9,0,-6,0,1,143
-6,8,-4,0,8,0,8,0,4,0,4,4,1,250
2,0,2,0,0,0,2,2,0,2,2,0,1,97
-6,0,8,0,8,0,0,0,-4,0,-4,0,1,193
6,0,8,0,4,8,4,0,8,0,4,4,1,250
6,0,8,0,0,0,8,0,8,0,-4,4,1,193
-6,8,-4,8,-4,8,0,0,-4,-4,0,0,1,186
2,0,8,0,6,0,4,0,2,0,-4,0,1,150
14,0,4,0,-12,0,8,0,14,0,-8,0,1,186
2,4,-2,4,-2,0,-2,4,4,0,2,4,1,95
-6,0,-4,0,0,0,4,0,-4,0,8,0,1,250
-6,8,8,8,8,8,4,0,-2,-4,8,4,1,186
6,8,0,0,0,8,4,-4,-2,-4,2,0,1,111
-2,0,0,0,4,8,4,0,-2,8,0,4,1,108
-24,0,-16,0,-4,0,8,0,24,0,-24,0,1,94
-14,0,4,0,2,0,12,0,-14,0,-4,0,1,193
-8,0,8,16,0,-8,16,8,14,-12,16,-8,1,141
24,0,-16,0,-4,0,-8,0,-8,0,32,0,1,141
24,0,24,16,-4,-8,-24,16,-20,24,-28,-4,1,104
-2,0,8,0,-2,0,4,0,8,0,8,0,1,151
-14,0,0,0,0,0,12,0,0,0,0,0,1,11
14,0,8,0,-8,0,0,0,16,0,8,0,1,86
6,0,8,0,2,0,-4,0,-2,0,2,0,1,140
-2,0,-4,0,-6,0,8,0,-6,0,8,0,1,221
-2,0,8,0,2,-4,2,-4,-6,8,2,-4,1,225
-8,16,16,0,-8,8,8,16,10,12,-14,12,1,104
14,0,-12,0,-4,0,0,0,8,0,0,0,1,221
-2,4,2,4,0,0,0,4,-2,4,2,2,1,146
-8,0,8,0,0,-8,16,16,14,-12,-4,4,1,141
-6,0,-4,8,-6,0,-4,8,4,4,0,8,1,186
2,0,0,0,-4,0,-4,0,8,0,2,0,1,186
-24,0,8,0,-20,0,-8,0,-24,0,2,0,1,92
10,0,-12,0,-8,0,0,0,2,0,16,0,1,250
6,0,0,0,0,0,-4,0,6,0,0,0,1,154
-2,0,0,0,-2,0,2,0,0,0,0,0,1,250
10,0,16,0,2,0,16,0,-14,0,8,0,1,185
6,8,8,0,8,0,4,8,-4,-4,-4,4,1,185
24,16,-16,-16,-12,-8,32,16,8,8,-30,32,1,94
10,0,8,0,-8,0,-4,0,16,0,0,0,1,53
-2,0,-2,0,-2,4,-2,0,4,0,0,-2,1,114
8,0,-16,0,-20,0,-8,0,16,0,-4,0,1,134
-2,0,8,0,8,0,0,0,0,0,-4,4,1,193
14,0,0,0,16,0,0,0,12,0,-4,0,1,193
-6,8,4,0,8,0,8,0,8,-4,8,4,1,250
-40,0,0,0,4,0,56,0,-56,0,64,0,1,104
-2,4,4,0,2,0,2,0,-2,4,0,4,1,24
2,0,4,4,0,0,2,4,0,0,4,0,1,48
2,0,0,0,6,0,4,0,2,0,-4,0,1,150
6,8,0,0,0,8,4,0,-4,-4,-4,4,1,185
-5,0,-6,0,3,0,-12,0,9,0,-14,0,1,134
-2,0,2,0,0,0,0,2,2,0,2,2,1,98
-8,0,24,0,4,0,-24,0,16,0,-4,0,1,143
-13,0,10,0,-13,0,-12,0,-15,0,2,0,1,143
2,0,0,0,-2,0,6,0,6,0,0,0,1,193
2,0,4,4,2,4,2,4,0,4,0,0,1,138
-7,0,14,0,-29,0,20,0,19,0,6,0,1,87
2,4,0,4,0,4,-2,0,0,0,0,4,1,145
6,0,8,0,-2,0,4,0,2,0,2,0,1,115
6,0,0,0,8,0,8,0,2,0,2,0,1,224
6,0,0,0,-6,0,2,0,0,0,8,0,1,250
-93,0,58,0,-49,0,52,0,-35,0,-22,0,1,142
6,8,4,8,-6,8,8,-4,2,4,2,-4,1,221
-2,0,0,0,2,0,4,0,6,0,2,0,1,140
-14,0,4,0,10,0,4,0,10,0,0,0,1,250
-24,0,24,0,-20,0,-8,0,8,0,0,0,1,142
6,0,8,8,-2,8,-4,0,0,8,8,4,1,223
-2,0,8,0,-2,0,2,0,0,0,0,0,1,250
24,0,-8,0,-12,0,-24,0,4,0,-22,0,1,143
2,0,8,0,8,0,4,0,0,0,8,0,1,53
2,0,0,0,0,8,4,0,0,-4,-2,4,1,147
6,0,6,0,-6,0,-4,0,4,0,8,0,1,140
10,0,8,0,8,0,16,0,-14,0,0,0,1,185
-6,0,0,0,-4,8,8,4,6,-4,2,0,1,110
-14,0,8,0,-6,0,-8,0,0,0,16,0,1,185
11,0,-2,0,-13,0,-12,0,-7,0,-2,0,1,143
8,0,0,0,8,0,8,0,2,4,8,-4,1,205
6,0,8,0,8,0,0,0,0,-4,6,4,1,147
2,0,0,0,0,0,2,0,2,0,0,2,1,145
-6,0,8,0,-4,0,8,0,8,0,-2,0,1,186
-14,0,-8,0,2,0,16,0,-2,0,-12,0,1,250
-6,0,8,0,-2,0,4,0,-4,0,6,0,1,185
2,0,8,8,-6,0,8,0,2,0,4,4,1,250
-6,0,8,0,8,0,-4,0,-6,0,-4,0,1,150
8,0,0,0,8,0,8,8,-2,-4,-2,-4,1,141
6,0,0,8,-2,0,-4,8,6,4,4,-4,1,186
-2,0,2,0,2,0,-2,0,-2,0,-2,0,1,115
-6,0,8,0,0,0,-4,0,0,0,6,0,1,250
-8,0,-8,0,-4,0,0,0,-4,0,-6,0,1,143
-8,0,8,-16,12,32,24,-16,2,8,6,-12,1,141
24,32,32,32,-8,-24,20,8,26,16,-2,28,1,2
6,0,0,4,4,4,2,4,4,0,0,4,1,48
2,0,0,0,2,0,0,0,-6,0,-6,0,1,140
-2,0,8,0,-2,0,-4,0,8,0,8,0,1,151
2,8,4,0,8,8,4,0,8,4,2,4,1,98
8,0,-8,0,-12,0,8,0,-8,0,-10,0,1,59
6,0,8,0,8,0,4,0,2,0,0,0,1,152
-2,0,0,0,-6,0,4,0,4,0,-2,0,1,185
10,0,4,0,2,0,12,0,-6,0,0,0,1,250
-27,0,18,0,-13,0,-28,0,-9,0,-14,0,1,143
-10,0,-4,0,14,0,-12,0,-14,0,12,0,1,250
-2,0,0,0,-6,0,8,0,4,0,-2,0,1,250
2,0,4,4,-2,0,0,0,2,0,2,0,1,206
-2,0,4,0,4,0,4,0,-2,0,8,0,1,152
8,16,8,16,16,0,-12,16,14,0,0,12,1,143
-3,0,-30,0,-29,0,-12,0,15,0,18,0,1,143
24,0,0,0,4,-8,0,-8,-8,32,30,-12,1,26
-2,8,0,0,8,8,8,0,2,-4,0,8,1,185
6,0,4,0,2,0,0,0,6,0,8,0,1,154
2,0,2,0,0,2,2,0,2,0,0,2,1,98
-2,0,0,0,2,4,-2,4,-2,4,2,4,1,225
-10,0,-4,0,12,0,0,0,16,0,8,0,1,221
-6,0,4,0,-2,0,-2,0,-6,0,-4,0,1,193
-6,0,8,0,0,0,8,0,8,0,-6,0,1,250
6,0,8,0,6,0,6,0,4,0,4,0,1,250
2,4,2,4,4,4,2,4,2,4,4,2,1,102
2,8,8,0,2,0,-4,0,2,-4,4,0,1,250
