F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,T
-8,16,-8,0,12,-8,8,-8,8,0,-10,0,1,88
-6,-4,6,0,-4,-4,-6,4,-4,8,0,-4,1,149
-6,0,4,8,-4,8,0,4,2,0,0,0,1,136
-14,0,16,0,0,0,4,0,6,0,8,0,1,153
-2,0,4,0,6,0,2,0,2,0,0,0,1,193
-4,0,4,0,4,0,0,0,-6,0,0,0,1,135
-15,0,-10,0,3,0,4,0,11,0,-2,0,1,89
-24,0,-8,0,28,0,16,0,-12,0,-16,0,1,141
-6,0,4,0,-4,0,2,0,6,0,-4,0,1,185
11,0,30,0,-29,0,-28,0,-23,0,-18,0,1,143
-6,8,0,0,8,8,8,4,6,-4,8,0,1,223
2,0,0,0,0,4,4,0,4,4,2,0,1,101
2,0,0,0,2,4,0,4,0,4,-2,4,1,100
-2,0,8,0,4,0,2,0,8,0,0,0,1,193
-6,0,0,0,2,0,0,0,2,0,0,0,1,185
10,0,-4,0,16,0,4,0,12,0,-8,0,1,250
10,0,8,0,-8,0,4,0,0,0,8,0,1,53
8,0,24,0,4,0,-24,0,16,0,28,0,1,143
2,0,0,0,4,4,2,4,0,4,0,0,1,145
-8,16,0,16,-8,0,-8,16,-10,4,-14,-12,1,104
-2,4,0,4,-2,0,-2,0,0,0,2,-2,1,112
-5,0,4,0,5,0,6,0,-5,0,-2,0,1,208
-8,0,16,0,-4,0,0,0,4,0,12,0,1,104
2,0,-4,0,-6,0,-4,0,-6,0,-4,0,1,193
8,0,-16,0,-4,0,-8,0,-8,0,8,0,1,94
2,0,0,0,0,0,2,0,0,2,2,2,1,206
24,0,-8,0,-28,0,-12,0,32,0,-20,0,1,14
-2,0,0,8,6,0,0,0,8,8,8,4,1,112
-6,0,4,0,-2,0,-2,0,-2,0,8,0,1,193
2,8,4,0,8,8,-4,0,0,4,-6,4,1,98
6,0,8,0,8,0,0,0,0,0,-4,4,1,193
-2,0,4,4,2,0,2,4,0,4,0,0,1,148
-8,0,16,16,12,-8,0,0,12,-12,-6,-12,1,31
-6,0,4,0,0,0,0,0,8,0,0,0,1,153
6,0,8,0,6,0,-6,0,8,0,8,0,1,250
2,0,8,0,8,0,-4,4,-2,0,4,0,1,223
-6,0,0,0,0,0,8,0,-4,0,-4,0,1,193
-2,0,8,0,2,0,-4,0,-2,0,6,0,1,140
7221,0,-6250,0,4375,0,-1500,0,275,0,-26,0,1,1
24,32,32,0,24,8,8,-16,-10,-24,-2,8,1,143
6,0,4,4,2,4,2,0,0,0,2,4,1,136
8,0,0,0,4,0,8,0,4,0,-4,0,1,142
-2,0,0,0,-4,0,-4,0,0,0,2,0,1,186
-2,0,8,0,2,0,-4,0,4,0,-2,0,1,185
6,0,8,0,2,0,-4,0,0,0,6,0,1,250
-24,0,-24,-16,-20,-8,-8,0,12,4,6,24,1,94
6,0,-4,0,2,8,0,-4,-6,-4,2,4,1,221
8,0,8,0,4,0,0,0,4,0,10,0,1,143
-6,0,0,0,4,8,-4,0,0,0,-4,4,1,250
6,0,8,0,6,8,4,8,6,4,0,0,1,250
6,0,-4,0,4,0,8,0,-6,0,-4,0,1,250
-2,0,4,0,2,4,4,4,2,0,-2,4,1,101
24,0,16,0,-28,0,-16,0,24,0,-16,0,1,143
-56,0,0,0,52,0,-24,0,56,0,-40,0,1,143
-6,0,0,0,0,0,0,0,-4,0,-4,0,1,193
-24,16,24,32,0,-8,28,32,-2,-24,30,8,1,141
-2,0,0,0,-6,0,8,0,4,0,6,0,1,250
-10,0,-4,0,-14,0,-8,0,10,0,16,0,1,221
-2,8,4,8,8,8,-4,4,4,4,0,0,1,138
6,0,8,0,4,8,4,8,-2,-4,8,4,1,186
6,0,0,0,-6,-4,0,0,0,0,-2,0,1,101
-2,0,8,0,-6,0,8,0,0,0,8,0,1,185
21,0,2,0,19,0,8,0,-5,0,-26,0,1,30
-8,0,8,0,-12,0,0,0,12,0,2,0,1,143
56,0,-16,0,-28,0,48,0,-24,0,40,0,1,143
-12,0,12,0,-4,0,-2,0,14,0,16,0,1,159
6,0,0,0,2,0,-4,0,4,0,-2,0,1,185
-2,0,0,0,-4,0,-4,-4,2,0,-2,4,1,137
2,0,4,0,0,0,0,0,6,0,4,0,1,186
-8,0,-8,0,-12,0,-8,0,0,0,12,0,1,143
-8,16,8,0,-8,-8,-8,16,10,4,-6,-4,1,142
-2,0,8,0,8,0,0,0,2,4,2,4,1,149
-2,0,0,0,0,0,0,0,2,0,2,0,1,224
-10,0,8,0,8,0,8,0,12,0,12,0,1,193
-2,0,0,0,-2,0,4,0,-2,0,2,0,1,224
8,16,8,16,-12,16,12,16,8,4,6,-8,1,26
-2,0,0,0,0,0,0,0,2,2,2,0,1,52
-5,0,2,0,-13,0,4,0,9,0,-6,0,1,143
14,0,12,0,-6,0,-12,0,16,0,8,0,1,154
2,0,8,0,8,0,0,0,6,0,4,4,1,108
6,8,-4,0,4,8,8,0,8,4,0,4,1,250
-8,0,-32,0,28,0,0,0,0,0,-32,0,1,141
-6,0,-4,0,2,0,0,0,8,0,-2,0,1,224
2,0,4,0,2,0,0,0,0,0,-2,0,1,224
-2,0,4,0,6,0,0,0,8,0,2,0,1,224
24,0,8,0,20,0,-4,0,32,0,32,0,1,14
2,0,0,0,-6,0,0,0,-2,0,-4,0,1,250
67,0,74,0,79,0,68,0,-99,0,10,0,1,14
8,0,0,0,-12,0,0,0,-12,0,-12,0,1,99
-6,0,0,0,4,8,4,0,-2,4,2,4,1,140
8,0,8,0,-12,-8,-4,16,16,4,2,-4,1,104
6,0,0,0,-4,0,6,0,0,0,-4,0,1,193
40,0,0,0,-44,0,-40,0,56,0,-56,0,1,143
6,0,8,0,4,0,0,0,0,0,-2,0,1,186
6,8,4,0,8,0,4,8,-2,-4,-4,0,1,250
6,0,4,0,-2,0,0,0,8,0,2,0,1,224
2,0,0,4,-2,0,2,4,0,4,0,0,1,138
-14,0,4,0,8,0,0,0,12,0,-4,0,1,225
2,0,0,0,4,0,4,0,2,0,0,4,1,136
8,0,0,0,8,8,0,0,-2,4,6,-4,1,26
24,0,8,0,20,0,16,0,28,0,8,0,1,143
-6,0,0,0,8,0,8,0,0,0,4,4,1,193
-2,0,0,0,2,0,8,0,-4,0,-2,0,1,250
-6,8,0,8,-4,8,-4,0,0,-4,-4,4,1,185
6,0,8,0,4,0,-4,0,2,0,2,0,1,110
-2,0,-4,0,-6,0,8,0,-6,0,0,0,1,221
359,0,468,0,-61,0,344,0,-171,0,-108,0,1,15
6,0,0,0,0,0,-4,0,6,0,8,0,1,154
1,0,6,0,-13,0,-28,0,27,0,-18,0,1,89
2,8,-4,0,-2,8,4,0,-2,-4,8,0,1,185
6,8,-4,0,-4,8,4,0,2,-4,6,4,1,221
-6,0,0,0,4,0,4,0,2,0,6,0,1,224
2,0,0,4,0,0,0,4,0,0,2,0,1,206
6,0,0,0,0,0,0,0,-4,0,4,0,1,193
-2,0,-4,0,8,-4,2,0,-6,8,-2,0,1,145
1,0,-6,0,5,0,2,0,5,0,4,0,1,126
6,0,0,0,-6,0,8,0,-4,0,6,0,1,250
8,16,8,0,-8,-8,0,16,2,0,-2,-8,1,94
36,0,24,0,-36,0,-20,0,64,0,-28,0,1,21
2,0,0,0,0,4,2,0,-2,0,-2,0,1,109
-24,0,-24,0,20,0,24,0,4,0,-14,0,1,143
2,0,8,8,2,8,4,0,6,8,0,4,1,250
-6,0,8,0,8,0,-4,0,-6,0,4,0,1,150
-8,0,8,0,-12,8,-8,-8,8,16,-2,-8,1,55
-8,0,-16,0,28,0,-8,0,24,0,0,0,1,141
-2,8,-4,0,8,0,8,0,-2,4,2,4,1,221
-15,0,6,0,-13,0,-4,0,11,0,-10,0,1,58
8,0,8,0,-12,8,-12,-8,0,-12,-2,0,1,143
-24,0,0,0,-12,0,-24,0,-8,0,-8,0,1,143
-14,0,8,0,6,0,12,0,-6,0,-4,0,1,150
6,8,0,8,-2,0,0,-4,4,8,-4,4,1,112
-2,0,-2,4,2,0,0,4,4,4,0,-2,1,67
-14,0,4,0,0,0,0,0,6,0,12,0,1,186
2,0,2,0,2,0,0,2,0,0,0,2,1,96
-8,0,8,0,12,0,-4,0,-12,0,0,0,1,134
9,0,6,0,39,0,-52,0,-49,0,-18,0,1,87
-56,0,16,0,-12,0,16,0,24,0,48,0,1,143
2,0,4,0,2,4,4,0,2,4,-2,4,1,102
-6,0,0,8,2,8,4,0,6,8,0,4,1,250
-6,0,8,0,2,0,8,0,-4,0,-4,0,1,250
2,0,0,0,0,0,4,0,0,0,0,4,1,250
6,0,8,8,-2,8,-4,0,0,8,0,4,1,223
-2,0,8,0,8,0,6,0,4,0,0,0,1,193
-2,8,8,8,2,0,4,8,8,-4,-4,-4,1,250
14,0,16,0,0,0,-4,0,2,0,16,0,1,152
2,0,0,0,0,0,0,0,2,2,2,2,1,49
2,0,8,0,8,0,4,0,0,0,0,0,1,53
2,0,8,8,6,8,4,0,-2,0,-4,4,1,250
-6,0,0,0,4,0,0,0,8,8,8,4,1,193
2,0,0,0,0,0,0,0,2,0,2,2,1,254
-6,0,4,4,2,4,2,4,0,0,0,0,1,147
2,0,4,0,2,0,-4,8,4,4,-4,0,1,86
6,8,4,0,0,0,0,0,6,0,4,4,1,138
-2,4,4,4,0,0,-2,0,2,4,0,4,1,112
-14,0,16,0,16,0,8,0,2,0,-4,0,1,193
6,0,6,0,4,0,6,0,-2,0,6,0,1,224
6,0,0,8,0,8,-4,0,4,-4,-4,-4,1,185
-6,0,0,0,2,0,8,0,0,0,8,0,1,185
2,0,8,0,2,0,-4,0,6,4,-4,4,1,186
3,0,0,0,15,0,0,0,-7,0,0,0,1,50
-2,0,0,0,0,4,2,0,2,4,2,2,1,113
-2,0,8,0,-6,0,6,0,2,0,4,0,1,193
2,0,0,0,-2,0,4,0,2,4,0,0,1,250
-2,0,4,8,2,0,0,0,2,-4,-4,4,1,186
2,0,2,0,2,2,0,2,0,2,0,2,1,63
-6,0,0,8,6,8,4,0,2,0,-4,4,1,185
-56,0,0,0,-20,0,-56,0,60,0,-12,0,1,143
-6,0,-4,0,8,0,8,0,8,0,4,0,1,153
10,0,-4,0,16,0,-12,0,8,0,-12,0,1,186
8,0,8,8,8,0,0,4,-6,4,-2,6,1,142
2,8,0,0,4,0,4,8,4,-4,-4,4,1,193
-8,0,0,16,16,0,-8,16,-6,-12,6,16,1,89
-2,0,4,0,4,0,0,0,-2,0,0,0,1,186
-2,0,4,0,4,0,4,0,-2,0,0,0,1,152
-24,0,16,32,4,16,12,-24,-28,-28,6,12,1,26
-2,0,4,0,4,0,8,0,-2,0,0,0,1,186
-2,0,4,0,-4,0,8,0,8,0,0,0,1,221
-14,0,0,0,0,0,8,0,2,0,16,0,1,185
2,8,4,0,6,0,4,4,2,8,8,8,1,223
-2,4,0,4,4,0,-2,0,0,0,2,0,1,103
-2,8,4,8,-2,0,8,0,-4,4,2,4,1,114
-2,8,4,0,-4,0,0,0,6,0,-4,4,1,223
-6,0,4,4,6,0,2,0,2,0,2,0,1,48
24,0,8,0,12,0,16,0,-8,0,28,0,1,142
6,0,4,0,2,0,0,0,6,0,0,0,1,154
14,0,4,0,-2,0,12,0,-10,0,8,0,1,250
8,16,8,16,-4,0,0,16,0,4,16,-12,1,60
-14,0,-8,0,-8,0,-4,0,-12,0,-12,0,1,155
-2,0,8,0,-2,0,4,0,-6,0,-6,0,1,140
-2,8,-4,8,-6,8,4,0,4,4,-6,4,1,140
14,0,8,0,6,0,-4,0,-6,0,0,0,1,221
2,0,4,0,0,0,0,0,0,0,2,0,1,224
-6,0,-6,0,6,0,6,0,6,0,-6,0,1,137
2,0,0,4,0,0,0,0,0,0,0,0,1,8
2,0,0,0,0,0,0,0,0,0,2,0,1,250
-2,0,4,0,2,0,0,4,2,0,0,0,1,223
2,4,2,4,0,0,2,4,0,0,4,4,1,27
-10,0,-8,0,-8,0,-4,0,-10,0,16,0,1,154
-6,0,0,0,-2,0,4,0,-4,0,0,0,1,150
8,0,16,0,-4,0,8,0,-8,0,-8,0,1,94
-6,0,4,0,2,0,-4,0,-2,0,4,0,1,250
8,16,-8,0,12,0,8,-8,-2,12,10,-12,1,99
6,0,0,8,-2,8,4,0,6,0,4,4,1,250
2,0,-4,0,0,0,8,0,0,0,-2,0,1,224
6,8,-4,0,0,-4,-4,4,-6,-4,-2,8,1,24
2,0,8,0,8,0,0,0,-2,0,-4,4,1,108
29,0,-22,0,19,0,-28,0,-1,0,26,0,1,143
-2,4,-2,4,4,0,4,0,2,4,4,0,1,103
6,0,0,0,4,0,0,0,8,8,8,4,1,193
2,4,4,0,-2,0,4,0,-2,0,4,0,1,254
24,0,-16,0,20,0,-8,0,20,0,-12,0,1,142
6,0,8,0,-4,0,8,0,-6,0,6,0,1,137
-2,0,0,0,8,0,8,0,8,0,-4,4,1,193
-56,0,0,0,20,0,16,0,52,0,-28,0,1,99
6,0,8,0,-4,0,0,0,-6,0,6,0,1,137
-2,0,0,8,6,8,-4,0,8,8,8,4,1,223
6,8,8,0,2,0,0,8,0,-4,4,0,1,186
-6,0,4,8,-4,0,-4,8,-6,4,0,0,1,250
-24,0,8,0,4,0,-24,0,-8,0,14,0,1,59
-24,0,-8,0,-12,0,-8,0,8,0,12,0,1,143
-24,0,24,0,-12,0,24,0,16,0,28,0,1,143
14,0,8,0,-14,0,8,0,-4,0,-4,0,1,250
-6,0,8,0,4,0,0,-4,-6,-4,8,-4,1,223
-24,0,-24,0,-28,0,16,0,-4,0,-6,0,1,143
-14,0,8,0,8,0,16,0,6,0,0,0,1,28
-8,0,32,0,-20,0,8,0,-4,0,28,0,1,143
-6,0,8,0,-4,0,4,0,-6,0,2,0,1,224
-2,8,4,0,0,8,-4,0,-4,4,-6,4,1,96
-2,0,8,0,-4,0,0,0,-6,0,6,0,1,137
-2,0,8,8,-2,0,0,0,4,8,8,4,1,223
-6,8,4,8,0,0,-4,0,4,4,4,-4,1,250
2,0,0,0,-2,0,-4,0,8,0,0,0,1,150
13,0,-14,0,-13,0,-12,0,-1,0,2,0,1,143
-2,8,4,0,8,0,0,0,-2,4,2,4,1,221
-2,0,4,0,4,0,4,0,2,0,4,0,1,221
-10,0,-4,0,-12,0,4,0,6,0,8,0,1,152
-8,0,0,0,-4,0,-8,0,-4,0,4,0,1,143
2,0,0,8,6,8,-4,0,-2,0,-4,4,1,250
2,0,4,0,0,0,4,0,4,0,0,0,1,250
2,0,-4,0,0,0,8,0,0,0,6,0,1,224
-6,0,4,0,0,-4,-2,8,0,8,-4,8,1,136
2,0,-6,0,-2,0,-2,0,6,0,2,0,1,137
-2,4,2,0,-2,4,0,0,0,4,0,2,1,110
6,0,4,0,4,0,8,0,-6,0,-4,0,1,250
-1,0,10,0,11,0,4,0,-3,0,-14,0,1,143
-6,8,4,0,8,8,-4,0,2,-4,-2,4,1,225
6,0,0,0,0,0,0,0,0,0,-4,4,1,193
-24,0,8,0,-4,0,-32,0,-16,0,4,0,1,142
2,0,8,8,6,0,0,0,-2,4,4,4,1,186
-8,0,-8,0,4,0,-8,0,-4,0,0,0,1,143
6,8,8,0,-4,8,-4,-4,2,4,4,0,1,223
6,0,0,0,6,0,4,0,-2,0,-4,0,1,151
6,0,8,0,8,0,0,0,6,0,4,4,1,223
-6,8,4,8,-4,-4,4,4,8,-4,-6,4,1,48
7,0,-14,0,-5,0,-12,0,-11,0,-6,0,1,134
2,0,0,0,6,0,0,0,0,0,6,0,1,185
2,0,-4,8,-6,8,8,4,8,4,4,8,1,223
3,0,4,0,-1,0,0,0,1,0,4,0,1,135
-2,0,4,0,-4,0,0,0,-4,0,-4,0,1,152
2,0,0,0,-4,0,-2,0,6,0,4,0,1,186
-6,0,8,0,-4,0,0,0,8,8,0,4,1,193
-6,8,4,0,-6,8,8,8,0,-4,0,8,1,186
-10,0,8,0,10,0,8,0,4,0,16,0,1,185
-24,0,-24,0,-28,0,-32,0,20,0,2,0,1,143
40,64,48,-48,-36,-16,32,-32,54,8,-12,28,1,129
6,8,0,8,2,4,-2,8,0,4,6,-4,1,145
-24,0,24,0,12,0,-24,0,4,0,2,0,1,143
-8,16,8,16,-4,16,0,-8,-8,-8,4,-4,1,142
2,0,0,0,8,0,2,0,2,0,0,0,1,186
2,0,8,0,8,0,0,0,-6,0,4,4,1,223
8,16,0,16,12,16,16,8,-8,8,-2,-12,1,61
-4,0,0,0,0,0,-6,0,0,0,0,0,1,42
-6,0,8,0,8,0,-4,0,0,0,0,0,1,53
2,0,0,4,0,0,2,0,2,4,2,4,1,145
-3,0,-2,0,1,0,-2,0,-3,0,4,0,1,159
8,16,0,0,0,-8,16,-8,6,-4,2,0,1,104
-14,0,12,0,6,0,-8,0,2,0,-4,0,1,225
24,0,16,0,28,0,16,0,-12,0,-28,0,1,104
2,0,0,0,4,0,-2,0,0,0,4,0,1,193
8,0,0,0,0,8,8,0,-2,8,-4,-4,1,205
6,8,0,8,-2,0,-4,8,-4,-4,0,4,1,250
-2,0,0,0,2,0,0,4,-2,0,4,4,1,136
2,8,-4,0,8,0,8,0,-6,4,2,4,1,225
2,0,4,0,-2,4,0,0,-2,4,0,4,1,254
56,0,48,0,-4,0,-32,0,52,0,-12,0,1,104
-2,0,0,0,-2,0,0,4,-2,4,0,4,1,108
-14,0,-12,0,8,0,8,0,8,0,0,0,1,153
6,0,8,8,-6,0,8,0,-4,0,-4,4,1,223
-2,0,4,0,-4,0,4,0,-4,0,8,0,1,186
6,0,0,0,8,0,8,0,0,0,2,0,1,250
2,0,0,0,-2,0,4,0,4,0,6,0,1,185
-56,0,0,0,-12,0,24,0,40,0,0,0,1,143
6,0,8,0,-6,0,4,0,-2,0,2,0,1,114
3,0,2,0,-13,0,-12,0,1,0,10,0,1,143
6,8,-4,8,-2,4,-4,-4,-2,4,6,4,1,23
2,0,-6,0,-4,0,-4,0,4,0,4,0,1,224
2,0,8,0,8,0,4,0,6,0,8,0,1,153
-6,0,0,4,6,4,6,4,0,4,6,0,1,136
14,0,-4,0,-12,0,4,0,-8,0,8,0,1,250
6,0,-6,0,6,0,6,0,6,0,-2,0,1,140
-6,0,4,0,6,0,4,0,0,0,0,0,1,155
-2,0,0,0,4,0,0,0,0,0,0,4,1,193
-6,0,0,0,-4,8,4,0,-4,-4,-2,4,1,147
2,0,0,0,0,0,2,0,0,2,0,2,1,206
5,0,4,0,-3,0,2,0,1,0,-6,0,1,159
-6,0,8,0,0,0,0,0,8,0,6,0,1,250
14,0,-8,0,-14,0,8,0,16,0,4,0,1,250
2,0,0,0,4,0,2,0,0,0,0,0,1,193
-2,0,8,0,-4,0,0,0,0,8,0,4,1,193
-2,0,0,0,4,0,0,0,0,8,0,4,1,193
8,0,0,0,4,0,0,0,4,0,4,0,1,99
-2,0,4,0,4,4,0,4,0,0,2,4,1,139
8,0,-8,0,-12,0,8,0,-8,0,12,0,1,143
-11,0,2,0,11,0,12,0,15,0,-6,0,1,143
-14,0,12,0,-10,0,4,0,12,0,4,0,1,155
-6,4,-6,-4,0,-4,-6,8,4,-4,8,0,1,149
8,0,0,0,-12,0,-8,0,-8,0,8,0,1,143
24,16,24,-16,12,-16,24,-8,16,-8,-4,-16,1,25
6,0,-4,8,-6,-4,-6,-4,-2,0,-6,8,1,221
4,0,0,0,4,0,4,0,4,0,-2,0,1,21
-2,8,-4,0,4,0,0,0,0,4,-6,4,1,95
-6,0,8,0,6,0,8,0,0,0,6,0,1,185
2,0,4,4,-2,0,0,0,0,0,2,0,1,206
6,0,8,0,6,0,4,0,-6,0,8,0,1,221
-2,8,8,0,0,8,8,4,-6,-4,4,4,1,223
6,-4,2,0,4,0,-4,-4,-4,8,-4,4,1,98
8,0,-8,0,4,0,12,0,-8,0,12,0,1,14
-56,0,0,0,4,0,0,0,52,0,0,0,1,51
8,16,8,16,0,8,-8,-8,-2,4,12,8,1,88
-2,0,8,0,0,0,-4,0,8,0,-6,0,1,250
-6,0,8,0,0,0,-4,0,8,0,-2,0,1,250
6,0,0,0,2,0,0,0,4,0,8,0,1,185
-2,8,0,8,0,8,8,8,4,4,8,8,1,186
-6,0,0,0,6,0,0,0,4,0,6,0,1,250
-8,0,8,0,-12,0,0,0,12,0,0,0,1,143
-40,0,0,0,-28,0,48,0,-4,0,8,0,1,14
24,0,-8,0,4,0,-24,0,0,0,12,0,1,143
14,0,12,0,-2,0,0,0,-12,0,-12,0,1,193
2,0,0,0,8,0,-4,0,0,0,2,0,1,250
-2,4,2,4,0,0,0,0,0,0,2,0,1,103
8,16,-8,16,0,0,-4,0,-6,4,-10,-12,1,143
6,0,-4,0,-2,0,-6,0,-6,0,0,0,1,193
-2,0,8,0,8,0,0,0,2,0,-4,0,1,186
2,0,0,0,0,0,0,0,8,0,-6,0,1,250
-6,0,0,0,-2,0,4,0,-2,0,8,0,1,225
2,0,0,0,0,0,4,0,8,0,-6,0,1,250
-2,4,2,4,0,0,4,0,2,0,0,2,1,146
-2,0,0,0,4,0,4,0,0,0,2,0,1,186
2,0,4,8,2,8,-4,-4,8,4,-2,4,1,146
-56,0,-48,0,36,0,56,0,52,0,44,0,1,142
-6,0,0,0,2,0,-4,0,-2,0,-6,0,1,140
6,0,6,0,0,0,6,0,6,0,-6,0,1,224
-2,0,0,0,2,0,2,4,0,4,2,-2,1,147
6,0,0,0,4,8,-4,0,8,0,-4,4,1,250
2,0,8,0,2,0,0,0,-2,0,4,0,1,250
10,0,8,0,-6,0,-8,0,16,0,16,0,1,185
10,0,8,0,8,0,0,0,0,0,0,0,1,86
-2,0,0,8,2,8,-4,0,2,8,8,4,1,185
17,0,-22,0,11,0,28,0,19,0,18,0,1,87
-6,0,-4,0,2,0,8,0,-4,0,-4,0,1,193
-2,8,8,0,-4,4,2,-4,-4,4,-4,8,1,109
-6,0,4,0,6,0,6,0,2,0,-4,0,1,193
2,0,4,0,0,0,0,0,8,0,-6,0,1,224
2,0,2,0,0,0,0,2,0,2,2,0,1,27
-3,0,-6,0,-3,0,-2,0,-7,0,0,0,1,159
-2,0,8,8,2,8,4,0,4,0,4,4,1,138
2,0,8,0,4,0,8,0,2,8,0,4,1,223
6,0,0,0,0,0,0,0,0,0,2,0,1,250
2,4,2,0,2,0,4,0,2,0,2,4,1,137
2,0,4,0,2,0,4,0,-2,0,4,0,1,250
2,0,4,0,2,0,2,0,-2,0,4,0,1,193
12,0,0,0,-4,0,6,0,2,0,-8,0,1,208
2,0,4,4,0,4,-2,4,4,0,-2,4,1,49
-2,0,4,8,0,8,-4,-4,-6,4,2,4,1,225
5,0,-14,0,-5,0,12,0,31,0,10,0,1,143
1,0,-2,0,3,0,4,0,11,0,-10,0,1,89
-1,0,10,0,11,0,-12,0,-3,0,2,0,1,143
8,0,16,0,0,-8,-8,16,-10,-4,8,8,1,205
-8,0,8,0,-12,0,0,0,12,0,-6,0,1,143
-3,0,-6,0,3,0,4,0,-1,0,10,0,1,143
-6,0,0,0,0,0,-6,0,4,0,8,0,1,193
6,0,8,8,4,0,0,0,-6,4,0,4,1,186
6,0,0,0,-4,0,-4,0,2,0,-2,0,1,137
8,0,0,16,12,0,4,8,4,-12,-14,16,1,26
6,0,0,0,-6,8,4,8,-2,4,8,0,1,250
-2,8,-4,8,6,0,0,0,4,-4,-2,4,1,115
2,0,0,0,2,0,0,0,-2,0,4,0,1,250
-24,0,-24,0,20,0,-32,0,-4,0,0,0,1,143
-4,0,4,0,8,0,-6,0,0,0,2,0,1,208
2,0,-4,8,-6,0,8,0,4,4,0,0,1,86
8,0,32,0,4,0,8,0,-8,0,-12,0,1,134
-6,0,0,0,2,0,4,8,6,4,0,4,1,186
-6,0,0,8,-6,8,-4,0,6,8,8,4,1,250
-10,0,-8,0,10,0,-8,0,-12,0,-8,0,1,185
2,0,0,0,4,0,0,0,-2,8,8,4,1,109
-2,0,0,4,4,4,0,4,4,0,0,0,1,49
2,0,-4,0,8,4,6,-4,4,8,2,4,1,225
-14,0,16,0,16,0,12,0,10,0,4,0,1,150
24,0,8,0,-28,0,0,0,-12,0,-8,0,1,143
11,0,6,0,-13,0,4,0,-7,0,6,0,1,143
-14,0,8,0,-2,0,12,0,0,0,4,0,1,225
-2,0,8,8,6,8,4,0,6,0,4,4,1,250
2,0,0,0,0,0,8,0,2,-4,6,4,1,114
2,0,8,8,-2,0,8,0,-2,8,0,4,1,185
6,0,0,0,-6,0,0,0,-4,0,4,0,1,250
2,0,0,0,-6,0,2,0,-4,0,0,0,1,250
-2,0,8,0,0,0,8,0,8,0,-4,4,1,193
-2,0,8,0,8,0,0,0,8,0,4,4,1,193
2,8,0,8,0,-4,2,0,2,0,-6,0,1,145
-6,0,0,0,0,0,-4,0,0,0,0,0,1,11
-6,0,0,0,4,0,4,0,-6,0,6,0,1,224
-2,0,4,0,4,0,4,0,4,0,-6,0,1,224
6,0,2,0,-2,0,4,0,-2,0,-4,0,1,115
2,0,0,0,8,0,2,0,0,0,8,0,1,86
2,0,8,8,2,0,0,0,8,0,4,4,1,223
-24,0,-16,0,0,0,-24,0,18,0,24,0,1,134
6,0,4,4,6,4,2,4,0,4,0,0,1,147
6,0,8,0,8,0,4,0,6,0,-4,0,1,151
2,8,-4,8,4,0,-4,0,-4,4,4,4,1,250
-6,4,2,4,2,0,8,4,6,8,-2,0,1,23
6,8,8,8,8,0,8,-4,8,-4,0,0,1,223
2,0,8,0,8,8,-4,0,-6,0,-4,4,1,109
2,0,8,0,8,0,-4,0,-6,0,-4,0,1,150
-8,0,0,0,-4,-8,-8,-8,4,-2,-4,6,1,129
6,0,8,0,-6,0,8,0,8,0,6,0,1,185
2,0,0,0,0,0,0,0,2,0,0,2,1,254
2,8,-4,0,4,8,4,0,-2,4,2,4,1,221
8,0,8,0,0,0,0,0,2,4,-6,0,1,92
-6,0,8,0,-4,0,4,0,2,0,-6,0,1,224
24,0,-8,0,12,0,-16,0,28,0,10,0,1,143
24,16,0,0,-28,-16,8,-8,14,-4,8,12,1,143
-2,0,-4,0,-6,0,-4,0,0,0,0,0,1,154
-2,8,0,8,-2,8,8,0,8,4,-4,-4,1,250
-2,0,8,0,-2,0,6,0,-4,0,4,0,1,250
-6,0,8,0,-2,0,2,0,-4,0,0,0,1,250
6,0,4,0,8,0,2,0,2,0,0,0,1,186
2,0,4,0,0,0,4,4,4,4,4,0,1,136
8,0,16,0,4,0,-24,0,20,0,-4,0,1,142
2,0,-4,0,4,0,2,0,2,0,0,0,1,186
6,0,8,0,-4,0,8,0,2,0,6,0,1,137
3,0,4,0,-3,0,-2,0,3,0,-2,0,1,208
2,0,0,0,2,4,4,4,4,0,0,0,1,254
-2,0,6,0,6,0,0,0,4,0,4,0,1,111
-2,4,4,4,4,4,2,0,0,4,2,0,1,101
2,0,0,0,-4,0,4,0,-6,0,2,0,1,224
6,8,4,8,4,4,4,-4,8,0,-6,8,1,139
5,0,2,0,3,0,4,0,7,0,2,0,1,143
31,0,-174,0,-201,0,-140,0,-87,0,82,0,1,142
-6,0,4,0,-6,8,4,8,-4,4,-4,0,1,86
-6,0,-4,0,8,0,8,0,8,0,2,0,1,224
56,0,-16,0,-4,0,16,0,4,0,-20,0,1,104
-8,0,0,0,-8,8,-12,8,6,12,0,12,1,59
6,0,-2,0,-6,0,-4,0,8,0,4,0,1,137
6,0,0,0,8,0,-2,0,2,0,0,0,1,185
56,0,-16,0,20,0,8,0,36,0,60,0,1,142
8,16,0,16,-4,8,-8,8,12,-8,-6,16,1,55
24,0,16,0,-4,0,8,0,24,0,-32,0,1,141
6,0,8,0,8,0,-4,0,6,0,4,0,1,151
10,0,-4,0,14,0,-8,0,2,0,-4,0,1,225
6,0,8,0,6,8,-4,4,6,4,-2,4,1,137
2,0,4,0,0,0,0,0,0,0,0,0,1,153
